Match_ID,Match_Date,Year,Format,Tournament,Team,Opponent,Venue,Host_Country,Home_Away,Batting_Innings,Batting_Position,Runs,Balls,Fours,Sixes,Dismissal_Mode,Strike_Rate,Overs,Maidens,Runs_Conceded,Wickets,Economy,Catches,Result,Player_of_Match,Match_Impact_Score
M-2022-IPL-141,2022-06-25,2022,IPL,Indian Premier League 2022,Gujarat Titans,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",India,Away,1,4,15,10,2,1,caught,150,2.4,0,17,0,7.08,1,Lost,No,30.5
M-2022-T20I-086,2022-06-26,2022,T20I,International Series 2022,India,Bangladesh,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,11,8,3,0,not out,137.5,2.1,0,25,2,11.9,0,Won,No,60.6
M-2022-ODI-048,2022-07-03,2022,ODI,International Series 2022,India,South Africa,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,22,19,0,0,caught,115.79,9.5,1,31,1,3.26,0,Lost,No,56.4
M-2022-T20I-104,2022-07-11,2022,T20I,International Series 2022,India,New Zealand,"PCA Stadium, Mohali",India,Home,1,6,12,10,1,1,caught,120,3,0,36,1,12,0,Lost,No,37
M-ODI-003,2022-07-17,2022,ODI,India tour of England,India,England,"Old Trafford, Manchester",England,Away,1,5,71,55,10,1,caught,129.09,7,3,24,4,3.43,1,Won,Yes,192.5
M-2022-IPL-058,2022-07-17,2022,IPL,Indian Premier League 2022,Gujarat Titans,Royal Challengers Bengaluru,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,4,16,13,2,3,bowled,123.08,3.4,0,22,3,6.47,1,Lost,No,96
M-2022-IPL-032,2022-07-19,2022,IPL,Indian Premier League 2022,Gujarat Titans,Sunrisers Hyderabad,"PCA Stadium, Mohali",India,Home,1,4,18,12,1,1,bowled,150,2.1,0,13,0,6.19,1,Won,No,36
M-2022-IPL-033,2022-07-22,2022,IPL,Indian Premier League 2022,Gujarat Titans,Sunrisers Hyderabad,"HPCA Stadium, Dharamsala",India,Away,1,4,19,15,1,1,lbw,126.67,2.2,0,17,0,7.73,1,Lost,No,31
M-2022-IPL-082,2022-08-05,2022,IPL,Indian Premier League 2022,Gujarat Titans,Kolkata Knight Riders,"PCA Stadium, Mohali",India,Home,1,4,18,13,4,0,caught,138.46,3.1,0,15,0,4.84,0,Won,No,31.3
M-2022-T20I-106,2022-08-26,2022,T20I,International Series 2022,India,Ireland,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,16,11,1,0,caught,145.45,3.2,0,29,0,9.06,0,Won,No,22.8
M-T20I-002,2022-08-28,2022,T20I,Asia Cup 2022,India,Pakistan,"Dubai International Cricket Stadium",UAE,Neutral,1,5,33,17,4,1,not out,194.12,4,0,25,3,6.25,0,Won,Yes,128.5
M-2022-ODI-094,2022-09-14,2022,ODI,International Series 2022,India,England,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,16,14,2,0,caught,114.29,6.5,1,41,0,6.31,1,Won,No,28.6
M-2022-T20I-100,2022-09-26,2022,T20I,International Series 2022,India,West Indies,"MA Chidambaram Stadium, Chennai",India,Away,1,6,20,15,0,0,bowled,133.33,3,0,23,0,7.67,1,Won,No,33
M-2022-ODI-076,2022-10-10,2022,ODI,International Series 2022,India,West Indies,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,22,20,2,1,lbw,110,4.3,0,40,2,9.3,0,Lost,No,67.5
M-2022-IPL-130,2022-11-07,2022,IPL,Indian Premier League 2022,Gujarat Titans,Sunrisers Hyderabad,"M Chinnaswamy Stadium, Bengaluru",India,Away,1,4,21,17,0,0,bowled,123.53,3,0,13,1,4.33,1,Lost,No,62
M-T20I-003,2022-11-10,2022,T20I,ICC Men's T20 World Cup,India,England,"Adelaide Oval",Australia,Neutral,1,5,63,33,5,6,hit wicket,190.91,3,0,34,0,11.33,0,Lost,No,78.5
M-2022-ODI-090,2022-11-11,2022,ODI,International Series 2022,India,Zimbabwe,"Wankhede Stadium, Mumbai",India,Away,1,6,22,17,1,0,not out,129.41,8.3,0,43,1,5.18,0,Won,No,53.4
M-2022-ODI-099,2022-11-14,2022,ODI,International Series 2022,India,Sri Lanka,"Wankhede Stadium, Mumbai",India,Home,1,6,10,8,2,0,not out,125,7.1,1,38,1,5.35,0,Lost,No,40.8
M-2022-T20I-032,2022-11-15,2022,T20I,International Series 2022,India,Australia,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,12,9,0,0,bowled,133.33,2.4,0,18,0,7.5,0,Lost,No,17
M-2022-IPL-055,2022-12-03,2022,IPL,Indian Premier League 2022,Gujarat Titans,Kolkata Knight Riders,"Arun Jaitley Stadium, Delhi",India,Home,1,4,25,19,1,1,bowled,131.58,3.3,0,19,0,5.76,0,Won,No,34.7
M-2022-IPL-098,2022-12-15,2022,IPL,Indian Premier League 2022,Gujarat Titans,Royal Challengers Bengaluru,"MA Chidambaram Stadium, Chennai",India,Home,1,4,20,14,2,1,bowled,142.86,2,0,16,0,8,1,Won,No,34.4
M-2022-ODI-030,2022-12-18,2022,ODI,International Series 2022,India,Ireland,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,20,13,2,0,lbw,153.85,9.4,0,33,0,3.51,0,Lost,No,38.1
M-2022-IPL-112,2022-12-24,2022,IPL,Indian Premier League 2022,Gujarat Titans,Chennai Super Kings,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,4,24,18,0,1,caught,133.33,3.1,0,14,1,4.52,0,Won,No,58.5
M-2023-IPL-073,2023-01-04,2023,IPL,Indian Premier League 2023,Gujarat Titans,Kolkata Knight Riders,"HPCA Stadium, Dharamsala",India,Home,1,4,23,18,1,1,not out,127.78,2.3,0,17,0,7.39,0,Lost,No,27.2
M-2023-ODI-041,2023-01-26,2023,ODI,International Series 2023,India,South Africa,"PCA Stadium, Mohali",India,Home,1,6,17,12,0,0,lbw,141.67,6.2,1,44,1,7.1,1,Won,No,53.3
M-2023-T20I-090,2023-02-10,2023,T20I,International Series 2023,India,Sri Lanka,"Eden Gardens, Kolkata",India,Home,1,6,15,12,1,0,lbw,125,3.4,0,26,1,7.65,0,Lost,No,40.8
M-2023-IPL-126,2023-02-12,2023,IPL,Indian Premier League 2023,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,4,15,13,1,2,lbw,115.38,2.4,0,25,0,10.42,1,Lost,No,25.3
M-2023-IPL-119,2023-02-21,2023,IPL,Indian Premier League 2023,Gujarat Titans,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",India,Home,1,4,19,17,1,1,not out,111.76,3,0,14,1,4.67,1,Won,No,58.3
M-2023-IPL-068,2023-02-21,2023,IPL,Indian Premier League 2023,Gujarat Titans,Delhi Capitals,"MA Chidambaram Stadium, Chennai",India,Home,1,4,17,13,1,0,bowled,130.77,2.3,0,21,1,9.13,0,Won,No,43.6
M-2023-ODI-024,2023-02-24,2023,ODI,International Series 2023,India,Zimbabwe,"Wankhede Stadium, Mumbai",India,Away,1,6,21,14,1,1,caught,150,4.4,0,39,3,8.86,0,Lost,No,94.5
M-2023-IPL-041,2023-02-27,2023,IPL,Indian Premier League 2023,Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",India,Away,1,4,17,12,2,1,lbw,141.67,3,0,26,0,8.67,0,Won,No,23.3
M-2023-IPL-133,2023-03-01,2023,IPL,Indian Premier League 2023,Gujarat Titans,Kolkata Knight Riders,"HPCA Stadium, Dharamsala",India,Home,1,4,16,14,0,0,caught,114.29,3.3,0,25,0,7.58,1,Won,No,26.1
M-2023-IPL-094,2023-03-11,2023,IPL,Indian Premier League 2023,Gujarat Titans,Punjab Kings,"PCA Stadium, Mohali",India,Home,1,4,16,11,2,1,caught,145.45,3.4,0,16,0,4.71,0,Won,No,30.3
M-2023-T20I-025,2023-03-21,2023,T20I,International Series 2023,India,Australia,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,15,11,4,1,bowled,136.36,2.4,0,17,2,7.08,1,Won,No,72.5
M-2023-IPL-047,2023-04-15,2023,IPL,Indian Premier League 2023,Gujarat Titans,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",India,Home,1,4,19,14,0,1,caught,135.71,2.3,0,17,0,7.39,0,Won,No,24.4
M-2023-T20I-027,2023-04-21,2023,T20I,International Series 2023,India,Pakistan,"MA Chidambaram Stadium, Chennai",India,Away,1,6,22,17,3,1,not out,129.41,2.3,0,25,1,10.87,0,Lost,No,48.4
M-2023-T20I-039,2023-04-24,2023,T20I,International Series 2023,India,Afghanistan,"MA Chidambaram Stadium, Chennai",India,Away,1,6,16,12,1,0,caught,133.33,3.3,0,27,1,8.18,0,Lost,No,43
M-2023-T20I-055,2023-04-25,2023,T20I,International Series 2023,India,Australia,"M Chinnaswamy Stadium, Bengaluru",India,Away,1,6,14,10,1,2,caught,140,3.2,0,16,0,5,0,Won,No,25
M-2023-IPL-115,2023-04-26,2023,IPL,Indian Premier League 2023,Gujarat Titans,Chennai Super Kings,"MA Chidambaram Stadium, Chennai",India,Home,1,4,11,9,3,2,bowled,122.22,2.1,0,21,1,10,0,Won,No,36.3
M-2023-IPL-122,2023-05-01,2023,IPL,Indian Premier League 2023,Gujarat Titans,Punjab Kings,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,4,15,10,1,0,caught,150,2,0,14,0,7,0,Lost,No,22.5
M-2023-IPL-114,2023-05-08,2023,IPL,Indian Premier League 2023,Gujarat Titans,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",India,Away,1,4,19,14,1,0,bowled,135.71,3,0,16,0,5.33,2,Won,No,45.4
M-2023-IPL-035,2023-05-16,2023,IPL,Indian Premier League 2023,Gujarat Titans,Kolkata Knight Riders,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,4,19,17,4,0,lbw,111.76,3.1,0,19,2,6.13,1,Lost,No,75.3
M-2023-T20I-081,2023-05-27,2023,T20I,International Series 2023,India,Bangladesh,"PCA Stadium, Mohali",India,Away,1,6,14,10,1,0,lbw,140,3.1,0,24,1,7.74,0,Won,No,42
M-2023-T20I-085,2023-06-07,2023,T20I,International Series 2023,India,Ireland,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,16,12,3,2,bowled,133.33,3.3,0,17,0,5.15,2,Lost,No,42
M-2023-IPL-124,2023-06-10,2023,IPL,Indian Premier League 2023,Gujarat Titans,Punjab Kings,"MA Chidambaram Stadium, Chennai",India,Home,1,4,12,9,2,2,not out,133.33,3.3,0,13,0,3.94,0,Lost,No,27
M-2023-T20I-050,2023-06-22,2023,T20I,International Series 2023,India,Bangladesh,"Wankhede Stadium, Mumbai",India,Home,1,6,14,11,2,1,caught,127.27,3.4,0,21,1,6.18,1,Won,No,50.6
M-2023-IPL-050,2023-07-02,2023,IPL,Indian Premier League 2023,Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mumbai",India,Home,1,4,14,12,0,0,lbw,116.67,3.4,0,23,0,6.76,0,Lost,No,19
M-2023-ODI-075,2023-07-02,2023,ODI,International Series 2023,India,Zimbabwe,"HPCA Stadium, Dharamsala",India,Home,1,6,15,14,3,0,caught,107.14,8.3,0,36,1,4.34,0,Lost,No,45.6
M-2023-ODI-037,2023-07-18,2023,ODI,International Series 2023,India,Sri Lanka,"Arun Jaitley Stadium, Delhi",India,Home,1,6,15,13,1,0,lbw,115.38,8.3,0,40,2,4.82,0,Won,No,68.8
M-2023-IPL-045,2023-08-18,2023,IPL,Indian Premier League 2023,Gujarat Titans,Sunrisers Hyderabad,"Eden Gardens, Kolkata",India,Home,1,4,23,18,4,0,caught,127.78,3.5,0,13,3,3.71,0,Won,No,103.2
M-2023-IPL-145,2023-09-11,2023,IPL,Indian Premier League 2023,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,4,18,13,2,2,bowled,138.46,3,0,25,0,8.33,0,Won,No,23.8
M-2023-T20I-103,2023-09-14,2023,T20I,International Series 2023,India,New Zealand,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,20,13,1,0,bowled,153.85,3.1,0,22,1,7.1,0,Won,No,50.1
M-2023-IPL-030,2023-10-03,2023,IPL,Indian Premier League 2023,Gujarat Titans,Royal Challengers Bengaluru,"Narendra Modi Stadium, Ahmedabad",India,Home,1,4,14,11,2,2,lbw,127.27,3.3,0,16,1,4.85,1,Lost,No,55.6
M-2023-ODI-054,2023-10-06,2023,ODI,International Series 2023,India,Zimbabwe,"Arun Jaitley Stadium, Delhi",India,Away,1,6,14,10,2,2,caught,140,7.3,0,31,0,4.25,1,Won,No,35.5
M-2023-T20I-102,2023-10-22,2023,T20I,International Series 2023,India,West Indies,"MA Chidambaram Stadium, Chennai",India,Home,1,6,15,11,1,0,not out,136.36,2.2,0,28,1,12.73,0,Won,No,42.5
M-2023-IPL-125,2023-10-23,2023,IPL,Indian Premier League 2023,Gujarat Titans,Lucknow Super Giants,"Wankhede Stadium, Mumbai",India,Away,1,4,16,12,0,1,caught,133.33,3.2,0,12,0,3.75,0,Won,No,31
M-2023-T20I-101,2023-11-02,2023,T20I,International Series 2023,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,8,7,2,0,bowled,114.29,3.1,0,27,0,8.71,0,Lost,No,10.1
M-2023-T20I-064,2023-11-05,2023,T20I,International Series 2023,India,New Zealand,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,11,10,0,1,lbw,110,2.1,0,26,1,12.38,1,Won,No,42.5
M-2023-IPL-039,2023-11-08,2023,IPL,Indian Premier League 2023,Gujarat Titans,Royal Challengers Bengaluru,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,4,11,8,0,0,lbw,137.5,3,0,21,0,7,0,Won,No,16.6
M-2023-IPL-099,2023-11-27,2023,IPL,Indian Premier League 2023,Gujarat Titans,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,4,21,17,0,1,not out,123.53,3.4,0,19,1,5.59,0,Lost,No,51.5
M-2023-T20I-057,2023-12-12,2023,T20I,International Series 2023,India,Pakistan,"HPCA Stadium, Dharamsala",India,Away,1,6,11,8,1,2,lbw,137.5,3.1,0,23,0,7.42,0,Lost,No,16.6
M-2023-ODI-034,2023-12-16,2023,ODI,International Series 2023,India,England,"HPCA Stadium, Dharamsala",India,Home,1,6,12,10,2,0,bowled,120,7.3,0,46,1,6.3,0,Lost,No,39.5
M-2024-ODI-038,2024-01-05,2024,ODI,International Series 2024,India,Afghanistan,"Wankhede Stadium, Mumbai",India,Away,1,6,25,21,2,1,bowled,119.05,8.5,0,29,0,3.41,0,Won,No,37.9
M-2024-T20I-071,2024-02-07,2024,T20I,International Series 2024,India,England,"MA Chidambaram Stadium, Chennai",India,Home,1,6,22,17,1,0,bowled,129.41,2.2,0,22,0,10,2,Won,No,42.4
M-2024-ODI-088,2024-02-20,2024,ODI,International Series 2024,India,Zimbabwe,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,26,20,0,2,caught,130,6.1,1,39,1,6.39,0,Won,No,55
M-2024-IPL-057,2024-02-27,2024,IPL,Indian Premier League 2024,Mumbai Indians,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",India,Home,1,6,14,10,1,2,not out,140,3.5,0,12,1,3.43,1,Won,No,60
M-2024-IPL-091,2024-03-20,2024,IPL,Indian Premier League 2024,Mumbai Indians,Royal Challengers Bengaluru,"Wankhede Stadium, Mumbai",India,Away,1,6,18,12,2,1,bowled,150,3.2,0,16,0,5,2,Lost,No,46.5
M-2024-T20I-112,2024-03-20,2024,T20I,International Series 2024,India,Sri Lanka,"M Chinnaswamy Stadium, Bengaluru",India,Home,1,6,20,14,2,2,bowled,142.86,3,0,15,0,5,4,Won,No,63.4
M-2024-ODI-091,2024-03-22,2024,ODI,International Series 2024,India,Pakistan,"MA Chidambaram Stadium, Chennai",India,Home,1,6,16,11,3,0,caught,145.45,6.5,0,36,0,5.54,0,Won,No,27.8
M-2024-ODI-062,2024-04-02,2024,ODI,International Series 2024,India,Sri Lanka,"Eden Gardens, Kolkata",India,Away,1,6,12,8,2,0,lbw,150,8.2,1,31,0,3.78,0,Won,No,29.5
M-2024-IPL-061,2024-04-07,2024,IPL,Indian Premier League 2024,Mumbai Indians,Delhi Capitals,"Narendra Modi Stadium, Ahmedabad",India,Home,1,6,20,14,0,2,caught,142.86,2.2,0,21,0,9.55,1,Won,No,34.4
M-2024-IPL-028,2024-04-12,2024,IPL,Indian Premier League 2024,Mumbai Indians,Punjab Kings,"Eden Gardens, Kolkata",India,Away,1,6,14,10,3,1,not out,140,2.1,0,20,0,9.52,0,Won,No,20
M-2024-IPL-147,2024-05-04,2024,IPL,Indian Premier League 2024,Mumbai Indians,Sunrisers Hyderabad,"Arun Jaitley Stadium, Delhi",India,Home,1,6,15,11,1,0,bowled,136.36,3.4,0,21,0,6.18,1,Won,No,31
M-2024-IPL-087,2024-05-05,2024,IPL,Indian Premier League 2024,Mumbai Indians,Chennai Super Kings,"PCA Stadium, Mohali",India,Away,1,6,20,18,2,2,lbw,111.11,2.2,0,15,1,6.82,0,Lost,No,46.2
M-2024-ODI-032,2024-05-10,2024,ODI,International Series 2024,India,New Zealand,"Wankhede Stadium, Mumbai",India,Home,1,6,19,15,0,0,caught,126.67,6.3,0,40,1,6.35,0,Lost,No,47.5
M-2024-IPL-107,2024-06-25,2024,IPL,Indian Premier League 2024,Mumbai Indians,Delhi Capitals,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,14,10,2,0,bowled,140,2.2,0,22,0,10,0,Won,No,20
M-T20I-001,2024-06-29,2024,T20I,ICC Men's T20 World Cup Final,India,South Africa,"Kensington Oval, Bridgetown",West Indies,Neutral,1,6,5,2,1,0,not out,250,3,0,20,3,6.67,0,Won,No,112.5
M-2024-ODI-086,2024-07-06,2024,ODI,International Series 2024,India,Pakistan,"PCA Stadium, Mohali",India,Away,1,6,18,13,3,1,bowled,138.46,7.1,0,41,1,5.77,0,Won,No,50.8
M-2024-ODI-021,2024-07-07,2024,ODI,International Series 2024,India,Zimbabwe,"Wankhede Stadium, Mumbai",India,Home,1,6,23,16,1,1,caught,143.75,6.4,1,37,2,5.78,1,Lost,No,86.6
M-2024-ODI-074,2024-07-09,2024,ODI,International Series 2024,India,Afghanistan,"HPCA Stadium, Dharamsala",India,Away,1,6,13,9,2,0,not out,144.44,9.5,0,47,3,4.95,0,Won,No,93.2
M-2024-ODI-067,2024-07-18,2024,ODI,International Series 2024,India,South Africa,"PCA Stadium, Mohali",India,Away,1,6,11,9,1,0,not out,122.22,9.3,1,35,1,3.76,1,Won,No,54.3
M-2024-ODI-042,2024-07-25,2024,ODI,International Series 2024,India,New Zealand,"Rajiv Gandhi Stadium, Hyderabad",India,Away,1,6,13,11,3,0,bowled,118.18,4.1,0,39,0,9.51,0,Won,No,15.7
M-2024-IPL-044,2024-08-05,2024,IPL,Indian Premier League 2024,Mumbai Indians,Royal Challengers Bengaluru,"Arun Jaitley Stadium, Delhi",India,Away,1,6,18,13,1,1,lbw,138.46,3.5,0,18,1,5.14,0,Won,No,50.8
M-2024-IPL-105,2024-08-07,2024,IPL,Indian Premier League 2024,Mumbai Indians,Sunrisers Hyderabad,"MA Chidambaram Stadium, Chennai",India,Home,1,6,23,15,2,0,not out,153.33,2.3,0,31,1,13.48,1,Won,No,61
M-2024-T20I-065,2024-08-12,2024,T20I,International Series 2024,India,Ireland,"Arun Jaitley Stadium, Delhi",India,Away,1,6,15,12,1,2,bowled,125,2.2,0,12,1,5.45,2,Won,No,61.8
M-2024-ODI-043,2024-09-08,2024,ODI,International Series 2024,India,Ireland,"HPCA Stadium, Dharamsala",India,Away,1,6,17,15,1,1,lbw,113.33,9,0,47,1,5.22,0,Lost,No,46
M-2024-IPL-048,2024-09-14,2024,IPL,Indian Premier League 2024,Mumbai Indians,Royal Challengers Bengaluru,"Eden Gardens, Kolkata",India,Away,1,6,30,24,0,1,lbw,125,3,0,18,1,6,0,Won,No,60.8
M-2024-T20I-033,2024-09-27,2024,T20I,International Series 2024,India,South Africa,"Arun Jaitley Stadium, Delhi",India,Away,1,6,16,13,1,0,bowled,123.08,2.3,0,25,0,10.87,1,Lost,No,27.5
M-2024-T20I-066,2024-10-05,2024,T20I,International Series 2024,India,South Africa,"HPCA Stadium, Dharamsala",India,Home,1,6,12,10,1,0,lbw,120,2.1,0,25,1,11.9,0,Lost,No,37
M-2024-IPL-069,2024-10-12,2024,IPL,Indian Premier League 2024,Mumbai Indians,Sunrisers Hyderabad,"HPCA Stadium, Dharamsala",India,Away,1,6,10,8,2,0,lbw,125,2.4,0,13,0,5.42,0,Lost,No,18.8
M-2024-T20I-059,2024-11-04,2024,T20I,International Series 2024,India,Pakistan,"HPCA Stadium, Dharamsala",India,Away,1,6,21,18,0,1,bowled,116.67,3,0,24,1,8,0,Won,No,45.5
M-2024-IPL-079,2024-11-05,2024,IPL,Indian Premier League 2024,Mumbai Indians,Punjab Kings,"Wankhede Stadium, Mumbai",India,Away,1,6,16,15,0,0,lbw,106.67,2.2,0,9,0,4.09,1,Lost,No,32.5
M-2024-T20I-029,2024-11-13,2024,T20I,International Series 2024,India,Zimbabwe,"Narendra Modi Stadium, Ahmedabad",India,Away,1,6,21,15,2,0,caught,140,3.1,0,31,1,10,0,Lost,No,49
M-2024-IPL-127,2024-12-10,2024,IPL,Indian Premier League 2024,Mumbai Indians,Rajasthan Royals,"MA Chidambaram Stadium, Chennai",India,Away,1,6,16,11,2,2,bowled,145.45,2.3,0,22,1,9.57,0,Won,No,44.8
M-2024-T20I-051,2024-12-11,2024,T20I,International Series 2024,India,New Zealand,"Rajiv Gandhi Stadium, Hyderabad",India,Home,1,6,23,16,1,0,caught,143.75,3.1,0,24,1,7.74,0,Lost,No,51.6
